Date,EEM,GLD,IWM,QQQ,SPY,TLT,XLE,XLF,^VIX
2004-01-02,,,,,,,,,
2004-01-05,0.03448583992964904,,0.011629485548702245,0.01987770838360703,0.0108196731378003,-0.0026097555843627163,0.019061636989248232,0.008154842988252753,-0.04089057820137931
2004-01-06,-0.01136357195687987,,-0.001324616582262017,0.006718237168174213,0.000977650500137095,0.010982951769753946,-0.0010693090148539142,-0.0003530780131391076,-0.04442578830718347
2004-01-07,0.002329640348203821,,0.01054964328370911,0.009063897147181255,0.0033709809404305346,0.003984672353864127,-0.010395548455365944,0.0007057735390705311,-0.07636346371168612
2004-01-08,0.0037742338917778895,,0.007579037611428863,0.00793026324730528,0.003976836720808841,-0.0003509155002725528,0.0028783869024127107,0.003524306034363711,0.007071688608369264
2004-01-09,-0.0017982709175758949,,-0.008016476730975608,-0.00660435719524699,-0.008770235816868421,0.01728444908819249,0.0050176725009736245,-0.003524306034363711,0.07048654573750524
2004-01-12,-0.0008713802606243881,,0.01854948782629462,0.015777657671409706,0.007357529706897736,-0.0008049953302862178,0.002855843471693653,0.004227358226736477,0.004170378130100794
2004-01-13,-0.005710722445348981,,-0.004217339249700913,-0.009963502770409693,-0.005846003884045103,0.006767475443477888,0.0003566661792220316,-0.004933131765807008,0.07002292898315288
2004-01-14,0.00157644721406891,,0.0051615689096911055,0.0034198278882242583,0.008316527455419553,0.004903959577707617,-0.0024977681018061304,0.007740984245816929,-0.07419330711325367
2004-01-15,-0.020633768989886114,,0.0025705224590826248,0.002622610548097981,0.0024636291961952494,0.0037473566850816376,-0.016934260486247243,0.008377132224024475,-0.07369471255317617
2004-01-16,0.004279345785715094,,0.0055475374229545515,0.010163313446556188,0.003947388032684351,-0.007051919310103294,0.00940305029861932,0.003123325301155777,-0.03665334461568914
2004-01-20,0.02864870491481808,,0.011928559883382928,-0.0007777581707126835,-0.00026313668918565014,-0.00022841869632994616,0.024885725212035137,-0.0013869192536595243,0.013902907677010745
2004-01-21,0.0013250590908908677,,-0.0013465309807489945,-0.00416029052590261,0.007850193957987806,0.0023949453232150475,0.005952131381898873,0.01481009905859576,-0.05890026296702899
2004-01-22,-0.0025362615430024604,,-0.0056579645161649594,-0.006010970947614602,-0.00260945735545981,0.0072636988234400235,-0.004898901848941151,0.0,0.025474691394422155
