Date,BTC-USD,GLD,SPY,^VIX
2018-10-01,,,,
2018-10-02,-0.005099772645628775,0.011482223287118565,-0.0005825835767838683,0.004158025977282875
2018-10-03,-0.008195393817457486,-0.003959744500981799,0.0005483027009285379,-0.037197909626780046
2018-10-04,0.011331035300969461,0.0005289130805081754,-0.007846172521748684,0.20278267701498853
2018-10-05,0.006938348855323184,0.0028159089867125786,-0.005612948193277845,0.041328156122291126
2018-10-06,-0.005173043848845538,0.0,0.0,0.0
2018-10-07,0.002219673093835084,0.0,0.0,0.0
2018-10-08,0.007435585416514456,-0.011133826368821431,0.0,0.057045940724945066
2018-10-09,-0.0014426384505714651,0.0005329800140057017,-0.0014602782938197834,0.01643527727182681
2018-10-10,-0.008634710127935818,0.0024835810584162843,-0.032175326364467516,0.3642947143039259
2018-10-11,-0.05129538214462315,0.025366544894875886,-0.022272491696319285,0.08432195479574389
2018-10-12,0.0029271598167834867,-0.004761667949174431,0.01379287805836693,-0.15889906532306064
2018-10-13,0.0018168218647272028,0.0,0.0,0.0
2018-10-14,0.0007855566385384094,0.0,0.0,0.0
2018-10-15,0.047436333605533676,0.006660030947979401,-0.005633186350912034,-0.00046938415253894306
2018-10-16,-6.521446177742973e-05,-0.001725599613775941,0.02163017928247335,-0.1896723687590014
2018-10-17,-0.007865727557092583,-8.637796161536926e-05,0.00017849385255352956,-0.012564483840687757
2018-10-18,-0.01040167369568934,0.001122068685606159,-0.014546421830282874,0.14225757161384145
2018-10-19,-0.0017462065653059966,0.0007761304849287498,-0.0005428092012609298,-0.008510693731250019
2018-10-20,0.003671253714641054,0.0,0.0,0.0
2018-10-21,-0.0010545924945404295,0.0,0.0,0.0
2018-10-22,0.0007417487198999595,-0.0025893597255199907,-0.004498746811684384,-0.012648790330171522
2018-10-23,-0.001761939764286069,0.0058595627338764444,-0.005103714366184953,0.05304835935111818
2018-10-24,0.003099024997764488,0.0023171370069290376,-0.030766994354523014,0.1974171133088669
2018-10-25,-0.0030141263870877566,-0.002231204310531254,0.017781272539162174,-0.040855034734746276
2018-10-26,-0.0002378247716183779,0.003173610933107085,-0.01774358070476545,-0.0024803430237043678
2018-10-27,0.0008691357350834039,0.0,0.0,0.0
2018-10-28,0.0009270241282308689,0.0,0.0,0.0
2018-10-29,-0.023990543470313597,-0.00394713997893259,-0.005555807234894239,0.022104907771277826
2018-10-30,0.0002589641886441285,-0.004394427867848272,0.014709900103501816,-0.05620627407022871
2018-10-31,-0.0026336269445916827,-0.00562895197466684,0.010624096569207708,-0.0951817462988882
2018-11-01,0.009479090296347081,0.012770867635503613,0.010585603495717244,-0.0932397562381464
2018-11-02,0.0016700572222632104,0.00017150439484403535,-0.005940647158250378,0.008751668451628891
2018-11-03,-0.0042636638636377455,0.0,0.0,0.0
2018-11-04,0.002334877765930443,0.0,0.0,0.0
2018-11-05,0.006803869277641539,-0.0024032178261359505,0.005501659478991172,0.02280305864867982
2018-11-06,0.006420434910365813,-0.0028398265791738098,0.006307892463492948,-0.0025081146029903856
2018-11-07,0.010642787457474157,-8.619930408748644e-05,0.021183213968162917,-0.1963827419300701
2018-11-08,-0.01177166147441433,-0.0021569397313125904,-0.0018166374806307672,0.021766198107086687
2018-11-09,-0.010608136324314899,-0.011291663536045604,-0.009816565452045012,0.03756317780146423
2018-11-10,0.0036890064757102436,0.0,0.0,0.0
2018-11-11,0.00031977009732031547,0.0,0.0,0.0
2018-11-12,-0.006258557445205426,-0.007188596482678555,-0.01886171528423297,0.1638141754056588
2018-11-13,-0.0018506025222677636,0.0003518058272167224,-0.0018729417363667622,-0.021251123043970033
2018-11-14,-0.10277649273173672,0.008233404279792467,-0.006860104434694314,0.059625098618033334
2018-11-15,-0.01586495582727565,0.0011333182475068426,0.010382296141957958,-0.06162514506111316
2018-11-16,-0.01291584159438841,0.007378878966228797,0.002597631468970185,-0.09661233926904611
2018-11-17,-0.003813114336699286,0.0,0.0,0.0
2018-11-18,0.012383547969031738,0.0,0.0,0.0
2018-11-19,-0.14356147255391427,0.0004323180677419103,-0.01705940867450373,0.10260042300335659
2018-11-20,-0.09007563428611043,0.0,-0.018679459015298328,0.11190617061871411
2018-11-21,0.03320365546509585,0.0016412774591652024,0.0034016916105903405,-0.0776730546348472
2018-11-22,-0.052694412359317155,0.0,0.0,0.0
2018-11-23,-0.004322277012642317,-0.0007771357154267022,-0.006700891278280885,0.03402980653763921
2018-11-24,-0.11348021178490697,0.0,0.0,0.0
2018-11-25,0.0327527394287177,0.0,0.0,0.0
2018-11-26,-0.05928995928609382,-0.0011235233509472309,0.016015261856426655,-0.12982085468311633
2018-11-27,0.010945085463911042,-0.005984687209490858,0.0033585907020432515,0.006329179302721588
2018-11-28,0.10822444579237178,0.0037337803634578393,0.022764399518830913,-0.028261048164383684
2018-11-29,0.005020181260203316,0.003115272664462765,-0.0021874884767809633,0.016094829129202015
2018-11-30,-0.06308129823555753,-0.0017294794115239043,0.006076633048141211,-0.03907177443394838
2018-12-01,0.04796953376593649,0.0,0.0,0.0
2018-12-02,-0.01790543962871105,0.0,0.0,0.0
2018-12-03,-0.061195790047934295,0.007501675441847766,0.013154749049410164,-0.09453566560231463
2018-12-04,0.015988811461090435,0.006080599945142318,-0.032938964090783784,0.23234676965232293
2018-12-05,-0.05263875080027702,0.0,0.0,0.0
2018-12-06,-0.06404661855090765,0.00017072178718180453,-0.0015183549983452949,0.02146520571788013
2018-12-07,-0.02915174921548669,0.008077219150825599,-0.023509854372647077,0.09191512959311332
2018-12-08,0.016293013151102542,0.0,0.0,0.0
2018-12-09,0.0389648242144478,0.0,0.0,0.0
2018-12-10,-0.03135850250725625,-0.003477935715566538,0.0018949551131024478,-0.025726300700615656
2018-12-11,-0.022540327664478,-0.0011903699128756884,0.00022732924040447244,-0.039644793869781925
2018-12-12,0.018046272769710825,0.002124676769657441,0.005022543317099171,-0.013882737965695391
2018-12-13,-0.050968961408146995,-0.0022097759847801157,-0.0003391115643953668,-0.03847539360658203
2018-12-14,-0.0217185542488334,-0.004007006751401754,-0.01863731478895847,0.046365900231525536
2018-12-15,-0.0017666084928986692,0.0,0.0,0.0
2018-12-16,0.004954827235499337,0.0,0.0,0.0
2018-12-17,0.08625387653959038,0.006895742533218119,-0.019813283435174966,0.12540792857154504
