>>> TEMP VAE: PAPER EXACT REPLICATION PIPELINE
>>> Log salvati in: paper_replication_results\run_20260105_174552

CONFIGURAZIONE:
tickers: ['ALV.DE', 'BAS.DE', 'BMW.DE', 'DBK.DE', 'DTE.DE', 'EOAN.DE', 'IFX.DE', 'MUV2.DE', 'RWE.DE', 'SAP.DE', 'SIE.DE']
start_date: 2010-01-01
end_date: 2023-12-31
seq_length: 21
train_split: 0.66
latent_dim: 10
hidden_dim: 16
dropout_rate: 0.1
batch_size: 256
epochs: 1000
learning_rate: 0.001
lr_decay_rate: 0.96
lr_decay_steps: 500
l2_reg: 0.01
annealing_decay_rate: 0.96
annealing_steps: 20
device: cpu
seed: 42
plot_dir: paper_replication_results\run_20260105_174552
--------------------------------------------------

>>> Scaricamento dati da YFinance (11 tickers)...
Ticker rimossi per dati insufficienti: []
First 5 rows of cleaned data:
 Ticker         ALV.DE     BAS.DE     BMW.DE  ...     RWE.DE     SAP.DE     SIE.DE
Date                                         ...                                 
2010-01-04  41.426899  21.354881  16.253132  ...  37.117027  25.522682  32.746876
2010-01-05  41.553219  21.031103  16.384983  ...  36.880203  25.294107  32.766880
2010-01-06  41.876060  21.164423  16.638542  ...  36.810238  25.743504  32.886925
2010-01-07  41.394146  21.023958  16.785603  ...  36.654144  26.425350  33.277065
2010-01-08  41.169540  20.959681  16.559938  ...  36.600319  26.611305  33.487144

[5 rows x 11 columns]
Dataset shape post-cleaning: (3557, 11)
Assets mantenuti (11): ['ALV.DE', 'BAS.DE', 'BMW.DE', 'DBK.DE', 'DTE.DE', 'EOAN.DE', 'IFX.DE', 'MUV2.DE', 'RWE.DE', 'SAP.DE', 'SIE.DE']
Train samples: 2346 | Test samples: 1210

>>> Inizializzazione Training (Paper Config)...
Epoch 0010 | Beta: 0.0182 | Loss: 272.4461 | NLL: 269.8945 | KL: 140.1803 | LR: 0.001000
Epoch 0020 | Beta: 0.0380 | Loss: 256.2452 | NLL: 254.0851 | KL: 56.7859 | LR: 0.001000
Epoch 0030 | Beta: 0.0575 | Loss: 250.5377 | NLL: 247.2183 | KL: 57.7552 | LR: 0.001000
Epoch 0040 | Beta: 0.0765 | Loss: 242.0211 | NLL: 236.7655 | KL: 68.6851 | LR: 0.001000
Epoch 0050 | Beta: 0.0952 | Loss: 234.7465 | NLL: 227.3277 | KL: 77.9489 | LR: 0.001000
Epoch 0060 | Beta: 0.1135 | Loss: 229.2644 | NLL: 219.7466 | KL: 83.8895 | LR: 0.000960
Epoch 0070 | Beta: 0.1314 | Loss: 227.4087 | NLL: 216.4125 | KL: 83.7053 | LR: 0.000960
Epoch 0080 | Beta: 0.1489 | Loss: 226.8584 | NLL: 214.1790 | KL: 85.1438 | LR: 0.000960
Epoch 0090 | Beta: 0.1661 | Loss: 227.0506 | NLL: 212.8434 | KL: 85.5270 | LR: 0.000960
Epoch 0100 | Beta: 0.1830 | Loss: 227.5046 | NLL: 211.9441 | KL: 85.0481 | LR: 0.000960
Epoch 0110 | Beta: 0.1995 | Loss: 228.1475 | NLL: 211.5484 | KL: 83.2167 | LR: 0.000960
Epoch 0120 | Beta: 0.2156 | Loss: 228.9379 | NLL: 211.2082 | KL: 82.2179 | LR: 0.000922
Epoch 0130 | Beta: 0.2315 | Loss: 229.9850 | NLL: 211.3613 | KL: 80.4514 | LR: 0.000922
Epoch 0140 | Beta: 0.2470 | Loss: 230.7140 | NLL: 211.1345 | KL: 79.2637 | LR: 0.000922
Epoch 0150 | Beta: 0.2622 | Loss: 231.8982 | NLL: 211.2390 | KL: 78.7824 | LR: 0.000922
Epoch 0160 | Beta: 0.2771 | Loss: 232.2828 | NLL: 210.8529 | KL: 77.3260 | LR: 0.000922
Epoch 0170 | Beta: 0.2917 | Loss: 233.4358 | NLL: 211.2675 | KL: 75.9859 | LR: 0.000885
Epoch 0180 | Beta: 0.3061 | Loss: 234.4240 | NLL: 211.5004 | KL: 74.9013 | LR: 0.000885
Epoch 0190 | Beta: 0.3201 | Loss: 235.4762 | NLL: 211.7667 | KL: 74.0754 | LR: 0.000885
Epoch 0200 | Beta: 0.3338 | Loss: 236.1320 | NLL: 211.7951 | KL: 72.9067 | LR: 0.000885
Epoch 0210 | Beta: 0.3473 | Loss: 236.8854 | NLL: 211.9586 | KL: 71.7794 | LR: 0.000885
Epoch 0220 | Beta: 0.3605 | Loss: 237.6467 | NLL: 212.2808 | KL: 70.3715 | LR: 0.000885
Epoch 0230 | Beta: 0.3734 | Loss: 238.7026 | NLL: 212.8762 | KL: 69.1696 | LR: 0.000849
Epoch 0240 | Beta: 0.3860 | Loss: 239.6733 | NLL: 213.1370 | KL: 68.7401 | LR: 0.000849
Epoch 0250 | Beta: 0.3984 | Loss: 239.9615 | NLL: 213.0499 | KL: 67.5418 | LR: 0.000849
Epoch 0260 | Beta: 0.4106 | Loss: 240.6976 | NLL: 213.4175 | KL: 66.4401 | LR: 0.000849
Epoch 0270 | Beta: 0.4225 | Loss: 241.6490 | NLL: 213.8731 | KL: 65.7411 | LR: 0.000849
Epoch 0280 | Beta: 0.4342 | Loss: 242.1812 | NLL: 213.9789 | KL: 64.9563 | LR: 0.000815
Epoch 0290 | Beta: 0.4456 | Loss: 242.9142 | NLL: 214.2494 | KL: 64.3277 | LR: 0.000815
Epoch 0300 | Beta: 0.4568 | Loss: 243.6425 | NLL: 214.4759 | KL: 63.8490 | LR: 0.000815
Epoch 0310 | Beta: 0.4678 | Loss: 244.0055 | NLL: 214.8248 | KL: 62.3812 | LR: 0.000815
Epoch 0320 | Beta: 0.4785 | Loss: 244.5617 | NLL: 215.0232 | KL: 61.7271 | LR: 0.000815
